"","status_id","created_at","user_id","screen_name","text","source","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"2017","900150814081036288","1503447652","25073877","realDonaldTrump","THANK YOU to all of the great men and women at the U.S. Customs and Border Protection facility in Yuma, Arizona &amp; around the United States! https://t.co/tjFx8XjhDz","Media Studio",NA,NA,NA,"FALSE","FALSE","87750","19492",NA,NA,NA,NA,NA,"http://pbs.twimg.com/amplify_video_thumb/900145916140699648/img/3RrgdxlbYSaIiE4c.jpg","https://t.co/tjFx8XjhDz","https://twitter.com/realDonaldTrump/status/900150814081036288/video/1","photo","http://pbs.twimg.com/amplify_video_thumb/900145916140699648/img/3RrgdxlbYSaIiE4c.jpg","https://t.co/tjFx8XjhDz","https://twitter.com/realDonaldTrump/status/900150814081036288/video/1","NA",NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)"
"2018","900133498723237888","1503443524","25073877","realDonaldTrump","We will push onward to victory w/hope in our hearts, courage in our souls &amp; everlasting pride in each &amp; every one of you. God Bless America. https://t.co/44QYFSq07a","Media Studio",NA,NA,NA,"FALSE","FALSE","68158","15885",NA,NA,NA,NA,NA,"http://pbs.twimg.com/amplify_video_thumb/900079485994680320/img/ph0YyMjou9httB3e.jpg","https://t.co/44QYFSq07a","https://twitter.com/realDonaldTrump/status/900133498723237888/video/1","photo","http://pbs.twimg.com/amplify_video_thumb/900079485994680320/img/ph0YyMjou9httB3e.jpg","https://t.co/44QYFSq07a","https://twitter.com/realDonaldTrump/status/900133498723237888/video/1","NA",NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)"
"2019","900086092107571200","1503432221","25073877","realDonaldTrump","See you at 7:00 P.M. tonight Phoenix, Arizona! #MAGA🇺🇸
Tickets: https://t.co/2kUQfKqbsx https://t.co/1w3LVkpESE","Twitter for iPhone",NA,NA,NA,"FALSE","FALSE","40747","8335","MAGA",NA,"donaldjtrump.com/rallies/phoeni…","https://t.co/2kUQfKqbsx","https://www.donaldjtrump.com/rallies/phoenix-az","http://pbs.twimg.com/media/DH2_f9sUQAAz3gm.jpg","https://t.co/1w3LVkpESE","https://twitter.com/realDonaldTrump/status/900086092107571200/photo/1","photo","http://pbs.twimg.com/media/DH2_f9sUQAAz3gm.jpg","https://t.co/1w3LVkpESE","https://twitter.com/realDonaldTrump/status/900086092107571200/photo/1","NA",NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)"
"2020","900074005205528578","1503429340","25073877","realDonaldTrump","We pray for our fallen heroes who died while serving our country in the @USNavy aboard the  #USSJohnSMcCain, and their families. https://t.co/t3kD8qj9Mt","Twitter for iPhone",NA,NA,NA,"FALSE","FALSE","69126","15621","USSJohnSMcCain",NA,NA,NA,NA,"http://pbs.twimg.com/media/DH20hNlXgAAK4D9.jpg","https://t.co/t3kD8qj9Mt","https://twitter.com/realDonaldTrump/status/900074005205528578/photo/1","photo","http://pbs.twimg.com/media/DH20hNlXgAAK4D9.jpg","https://t.co/t3kD8qj9Mt","https://twitter.com/realDonaldTrump/status/900074005205528578/photo/1","NA","54885400","USNavy","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)"
"2021","899945866991206400","1503398789","25073877","realDonaldTrump","Was with great people last night in Fort Myer, Virginia. The future of our country is strong!","Twitter for iPhone",NA,NA,NA,"FALSE","FALSE","87669","14692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)"
"2022","899841094761848832","1503373809","25073877","realDonaldTrump","Address to the Nation
Full Video &amp; Transcript:
https://t.co/FELdImTuUM https://t.co/6ly3fNatiX","Media Studio",NA,NA,NA,"FALSE","FALSE","52500","13146",NA,NA,"facebook.com/DonaldTrump/vi…","https://t.co/FELdImTuUM","https://www.facebook.com/DonaldTrump/videos/10159704959520725/","http://pbs.twimg.com/media/DHzgoAjXoAAkbYU.jpg","https://t.co/6ly3fNatiX","https://twitter.com/realDonaldTrump/status/899841094761848832/video/1","photo","http://pbs.twimg.com/media/DHzgoAjXoAAkbYU.jpg","https://t.co/6ly3fNatiX","https://twitter.com/realDonaldTrump/status/899841094761848832/video/1","NA",NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)"
"2023","899833714363949056","1503372050","25073877","realDonaldTrump","Thank you to the men and women of Fort Myer, and every member of the U.S. Military at home and abroad. #USA🇺🇸 https://t.co/ticezYKkhz","Media Studio",NA,NA,NA,"FALSE","FALSE","72532","14588","USA",NA,NA,NA,NA,"http://pbs.twimg.com/amplify_video_thumb/899825395356139521/img/PmO6Z8Q3Jy4-WDeI.jpg","https://t.co/ticezYKkhz","https://twitter.com/realDonaldTrump/status/899833714363949056/video/1","photo","http://pbs.twimg.com/amplify_video_thumb/899825395356139521/img/PmO6Z8Q3Jy4-WDeI.jpg","https://t.co/ticezYKkhz","https://twitter.com/realDonaldTrump/status/899833714363949056/video/1","NA",NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)"
"2024","899828842075967489","1503370888","25073877","realDonaldTrump","RT @marcorubio: Good #AfghanStrategy &amp; excellent speech by @POTUS laying it out to the nation.","Twitter for iPhone",NA,NA,NA,"FALSE","TRUE","0","7823","AfghanStrategy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","c(""15745368"", ""822215679726100480"")","c(""marcorubio"", ""POTUS"")","en",NA,NA,"899805597633302528","Good #AfghanStrategy &amp; excellent speech by @POTUS laying it out to the nation.",NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)"
"2025","899798313997926401","1503363610","25073877","realDonaldTrump","Join me live from Fort Myer in Arlington, Virginia. 
➡️https://t.co/LOV4StdJDj","Twitter for iPhone",NA,NA,NA,"FALSE","FALSE","41159","5930",NA,NA,"45.wh.gov/FortMyer","https://t.co/LOV4StdJDj","http://45.wh.gov/FortMyer",NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)"
"2026","899625157421039616","1503322326","25073877","realDonaldTrump","Thank you, the very dishonest Fake News Media is out of control! https://t.co/8J7y900VGK","Twitter for iPhone",NA,NA,NA,"FALSE","FALSE","83223","19545",NA,NA,"twitter.com/aroliso/status…","https://t.co/8J7y900VGK","https://twitter.com/aroliso/status/899623930503233536",NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)"
